"","gene_name","gene_id","typeofgene","type_from_gtf","mt"
"51216","Vstm2b","ENSMUSG00000039257","protein_coding","protein_coding",FALSE
"51217","Vstm2l","ENSMUSG00000037843","protein_coding","protein_coding",FALSE
"51218","Vstm4","ENSMUSG00000050666","protein_coding","protein_coding",FALSE
"51219","Vstm5","ENSMUSG00000031937","protein_coding","protein_coding",FALSE
"51220","Vsx1","ENSMUSG00000033080","protein_coding","protein_coding",FALSE
"51221","Vsx2","ENSMUSG00000021239","protein_coding","protein_coding",FALSE
"51222","Vta1","ENSMUSG00000019868","protein_coding","protein_coding",FALSE
"51223","Vtcn1","ENSMUSG00000051076","protein_coding","protein_coding",FALSE
"51224","Vti1a","ENSMUSG00000024983","protein_coding","protein_coding",FALSE
"51225","Vti1b","ENSMUSG00000021124","protein_coding","protein_coding",FALSE
"51226","Vtn","ENSMUSG00000017344","protein_coding","protein_coding",FALSE
"51227","Vwa1","ENSMUSG00000042116","protein_coding","protein_coding",FALSE
"51228","Vwa2","ENSMUSG00000025082","protein_coding","protein_coding",FALSE
"51229","Vwa3a","ENSMUSG00000030889","protein_coding","protein_coding",FALSE
"51230","Vwa3b","ENSMUSG00000050122","protein_coding","protein_coding",FALSE
"51231","Vwa5a","ENSMUSG00000023186","protein_coding","protein_coding",FALSE
"51232","Vwa5b1","ENSMUSG00000028753","protein_coding","protein_coding",FALSE
"51233","Vwa5b2","ENSMUSG00000046613","protein_coding","protein_coding",FALSE
"51234","Vwa7","ENSMUSG00000007030","protein_coding","protein_coding",FALSE
"51235","Vwa8","ENSMUSG00000058997","protein_coding","protein_coding",FALSE
"51236","Vwc2","ENSMUSG00000050830","protein_coding","protein_coding",FALSE
"51237","Vwc2l","ENSMUSG00000045648","protein_coding","protein_coding",FALSE
"51238","Vwce","ENSMUSG00000043789","protein_coding","protein_coding",FALSE
"51239","Vwde","ENSMUSG00000079679","protein_coding","protein_coding",FALSE
"51240","Vwf","ENSMUSG00000001930","protein_coding","protein_coding",FALSE
"51241","Vxn","ENSMUSG00000067879","protein_coding","protein_coding",FALSE
"51242","Wac","ENSMUSG00000024283","protein_coding","protein_coding",FALSE
"51243","Wap","ENSMUSG00000000381","protein_coding","protein_coding",FALSE
"51244","Wapl","ENSMUSG00000041408","protein_coding","protein_coding",FALSE
"51245","Wars","ENSMUSG00000021266","protein_coding","protein_coding",FALSE
"51246","Wars2","ENSMUSG00000004233","protein_coding","protein_coding",FALSE
"51247","Was","ENSMUSG00000031165","protein_coding","protein_coding",FALSE
"51248","Wasf1","ENSMUSG00000019831","protein_coding","protein_coding",FALSE
"51249","Wasf2","ENSMUSG00000028868","protein_coding","protein_coding",FALSE
"51250","Wasf3","ENSMUSG00000029636","protein_coding","protein_coding",FALSE
"51251","Washc1","ENSMUSG00000024101","protein_coding","protein_coding",FALSE
"51252","Washc2","ENSMUSG00000024104","protein_coding","protein_coding",FALSE
"51253","Washc3","ENSMUSG00000020056","protein_coding","protein_coding",FALSE
"51254","Washc4","ENSMUSG00000034560","protein_coding","protein_coding",FALSE
"51255","Washc5","ENSMUSG00000022350","protein_coding","protein_coding",FALSE
"51256","Wasl","ENSMUSG00000029684","protein_coding","protein_coding",FALSE
"51257","Wbp1","ENSMUSG00000030035","protein_coding","protein_coding",FALSE
"51258","Wbp11","ENSMUSG00000030216","protein_coding","protein_coding",FALSE
"51259","Wbp1l","ENSMUSG00000047731","protein_coding","protein_coding",FALSE
"51260","Wbp2","ENSMUSG00000034341","protein_coding","protein_coding",FALSE
"51261","Wbp2nl","ENSMUSG00000022455","protein_coding","protein_coding",FALSE
"51262","Wbp4","ENSMUSG00000022023","protein_coding","protein_coding",FALSE
"51263","Wbscr25","ENSMUSG00000054909","lncRNA","lncRNA",FALSE
"51264","Wdcp","ENSMUSG00000051721","protein_coding","protein_coding",FALSE
"51265","Wdfy1","ENSMUSG00000073643","protein_coding","protein_coding",FALSE
"51266","Wdfy2","ENSMUSG00000014547","protein_coding","protein_coding",FALSE
"51267","Wdfy3","ENSMUSG00000043940","protein_coding","protein_coding",FALSE
"51268","Wdfy4","ENSMUSG00000051506","protein_coding","protein_coding",FALSE
"51269","Wdhd1","ENSMUSG00000037572","protein_coding","protein_coding",FALSE
"51270","Wdpcp","ENSMUSG00000020319","protein_coding","protein_coding",FALSE
"51271","Wdr1","ENSMUSG00000005103","protein_coding","protein_coding",FALSE
"51272","Wdr11","ENSMUSG00000042055","protein_coding","protein_coding",FALSE
"51273","Wdr12","ENSMUSG00000026019","protein_coding","protein_coding",FALSE
"51274","Wdr13","ENSMUSG00000031166","protein_coding","protein_coding",FALSE
"51275","Wdr17","ENSMUSG00000039375","protein_coding","protein_coding",FALSE
"51276","Wdr18","ENSMUSG00000035754","protein_coding","protein_coding",FALSE
"51277","Wdr19","ENSMUSG00000037890","protein_coding","protein_coding",FALSE
"51278","Wdr20","ENSMUSG00000037957","protein_coding","protein_coding",FALSE
"51279","Wdr20rt","ENSMUSG00000035560","protein_coding","protein_coding",FALSE
"51280","Wdr24","ENSMUSG00000025737","protein_coding","protein_coding",FALSE
"51281","Wdr25","ENSMUSG00000040877","protein_coding","protein_coding",FALSE
"51282","Wdr26","ENSMUSG00000038733","protein_coding","protein_coding",FALSE
"51283","Wdr27","ENSMUSG00000046991","protein_coding","protein_coding",FALSE
"51284","Wdr3","ENSMUSG00000033285","protein_coding","protein_coding",FALSE
"51285","Wdr31","ENSMUSG00000028391","protein_coding","protein_coding",FALSE
"51286","Wdr33","ENSMUSG00000024400","protein_coding","protein_coding",FALSE
"51287","Wdr35","ENSMUSG00000066643","protein_coding","protein_coding",FALSE
"51288","Wdr36","ENSMUSG00000038299","protein_coding","protein_coding",FALSE
"51289","Wdr37","ENSMUSG00000021147","protein_coding","protein_coding",FALSE
"51290","Wdr38","ENSMUSG00000035295","protein_coding","protein_coding",FALSE
"51291","Wdr4","ENSMUSG00000024037","protein_coding","protein_coding",FALSE
"51292","Wdr41","ENSMUSG00000042015","protein_coding","protein_coding",FALSE
"51293","Wdr43","ENSMUSG00000041057","protein_coding","protein_coding",FALSE
"51294","Wdr44","ENSMUSG00000036769","protein_coding","protein_coding",FALSE
"51295","Wdr45","ENSMUSG00000039382","protein_coding","protein_coding",FALSE
"51296","Wdr45b","ENSMUSG00000025173","protein_coding","protein_coding",FALSE
"51297","Wdr46","ENSMUSG00000024312","protein_coding","protein_coding",FALSE
"51298","Wdr46-ps","ENSMUSG00000105893","processed_pseudogene","processed_pseudogene",FALSE
"51299","Wdr47","ENSMUSG00000040389","protein_coding","protein_coding",FALSE
"51300","Wdr48","ENSMUSG00000032512","protein_coding","protein_coding",FALSE
"51301","Wdr49","ENSMUSG00000104301","protein_coding","protein_coding",FALSE
"51302","Wdr5","ENSMUSG00000026917","protein_coding","protein_coding",FALSE
"51303","Wdr53","ENSMUSG00000022787","protein_coding","protein_coding",FALSE
"51304","Wdr54","ENSMUSG00000030032","protein_coding","protein_coding",FALSE
"51305","Wdr55","ENSMUSG00000042660","protein_coding","protein_coding",FALSE
"51306","Wdr59","ENSMUSG00000031959","protein_coding","protein_coding",FALSE
"51307","Wdr5b","ENSMUSG00000034379","protein_coding","protein_coding",FALSE
"51308","Wdr6","ENSMUSG00000066357","protein_coding","protein_coding",FALSE
"51309","Wdr61","ENSMUSG00000061559","protein_coding","protein_coding",FALSE
"51310","Wdr62","ENSMUSG00000037020","protein_coding","protein_coding",FALSE
"51311","Wdr64","ENSMUSG00000026523","protein_coding","protein_coding",FALSE
"51312","Wdr66","ENSMUSG00000029442","protein_coding","protein_coding",FALSE
"51313","Wdr7","ENSMUSG00000040560","protein_coding","protein_coding",FALSE
"51314","Wdr70","ENSMUSG00000039828","protein_coding","protein_coding",FALSE
"51315","Wdr72","ENSMUSG00000044976","protein_coding","protein_coding",FALSE
"51316","Wdr73","ENSMUSG00000025722","protein_coding","protein_coding",FALSE
"51317","Wdr74","ENSMUSG00000042729","protein_coding","protein_coding",FALSE
"51318","Wdr75","ENSMUSG00000025995","protein_coding","protein_coding",FALSE
"51319","Wdr76","ENSMUSG00000027242","protein_coding","protein_coding",FALSE
"51320","Wdr77","ENSMUSG00000000561","protein_coding","protein_coding",FALSE
"51321","Wdr81","ENSMUSG00000045374","protein_coding","protein_coding",FALSE
"51322","Wdr82","ENSMUSG00000020257","protein_coding","protein_coding",FALSE
"51323","Wdr83","ENSMUSG00000005150","protein_coding","protein_coding",FALSE
"51324","Wdr83os","ENSMUSG00000059355","protein_coding","protein_coding",FALSE
"51325","Wdr86","ENSMUSG00000055235","protein_coding","protein_coding",FALSE
"51326","Wdr88","ENSMUSG00000118454","protein_coding","protein_coding",FALSE
"51327","Wdr89","ENSMUSG00000045690","protein_coding","protein_coding",FALSE
"51328","Wdr90","ENSMUSG00000073434","protein_coding","protein_coding",FALSE
"51329","Wdr91","ENSMUSG00000058486","protein_coding","protein_coding",FALSE
"51330","Wdr92","ENSMUSG00000078970","protein_coding","protein_coding",FALSE
"51331","Wdr93","ENSMUSG00000039099","protein_coding","protein_coding",FALSE
"51332","Wdr95","ENSMUSG00000029658","protein_coding","protein_coding",FALSE
"51333","Wdsub1","ENSMUSG00000026988","protein_coding","protein_coding",FALSE
"51334","Wdtc1","ENSMUSG00000037622","protein_coding","protein_coding",FALSE
"51335","Wdyhv1","ENSMUSG00000022359","protein_coding","protein_coding",FALSE
"51336","Wee1","ENSMUSG00000031016","protein_coding","protein_coding",FALSE
"51337","Wee2","ENSMUSG00000037159","protein_coding","protein_coding",FALSE
"51338","Wfdc1","ENSMUSG00000023336","protein_coding","protein_coding",FALSE
"51339","Wfdc10","ENSMUSG00000070529","protein_coding","protein_coding",FALSE
"51340","Wfdc11","ENSMUSG00000078940","protein_coding","protein_coding",FALSE
"51341","Wfdc12","ENSMUSG00000042845","protein_coding","protein_coding",FALSE
"51342","Wfdc13","ENSMUSG00000067704","protein_coding","protein_coding",FALSE
"51343","Wfdc15a","ENSMUSG00000051769","protein_coding","protein_coding",FALSE
"51344","Wfdc15b","ENSMUSG00000018211","protein_coding","protein_coding",FALSE
"51345","Wfdc16","ENSMUSG00000070530","protein_coding","protein_coding",FALSE
"51346","Wfdc17","ENSMUSG00000069792","protein_coding","protein_coding",FALSE
"51347","Wfdc18","ENSMUSG00000000983","protein_coding","protein_coding",FALSE
"51348","Wfdc2","ENSMUSG00000017723","protein_coding","protein_coding",FALSE
"51349","Wfdc21","ENSMUSG00000051748","protein_coding","protein_coding",FALSE
"51350","Wfdc3","ENSMUSG00000076434","protein_coding","protein_coding",FALSE
"51351","Wfdc5","ENSMUSG00000040154","protein_coding","protein_coding",FALSE
"51352","Wfdc6a","ENSMUSG00000074595","protein_coding","protein_coding",FALSE
"51353","Wfdc6b","ENSMUSG00000070531","protein_coding","protein_coding",FALSE
"51354","Wfdc8","ENSMUSG00000070533","protein_coding","protein_coding",FALSE
"51355","Wfdc9","ENSMUSG00000074594","protein_coding","protein_coding",FALSE
"51356","Wfikkn1","ENSMUSG00000071192","protein_coding","protein_coding",FALSE
"51357","Wfikkn2","ENSMUSG00000044177","protein_coding","protein_coding",FALSE
"51358","Wfs1","ENSMUSG00000039474","protein_coding","protein_coding",FALSE
"51359","Whamm","ENSMUSG00000045795","protein_coding","protein_coding",FALSE
"51360","Whrn","ENSMUSG00000039137","protein_coding","protein_coding",FALSE
"51361","Wif1","ENSMUSG00000020218","protein_coding","protein_coding",FALSE
"51362","Wincr1","ENSMUSG00000085183","lncRNA","lncRNA",FALSE
"51363","Wipf1","ENSMUSG00000075284","protein_coding","protein_coding",FALSE
"51364","Wipf2","ENSMUSG00000038013","protein_coding","protein_coding",FALSE
"51365","Wipf3","ENSMUSG00000086040","protein_coding","protein_coding",FALSE
"51366","Wipi1","ENSMUSG00000041895","protein_coding","protein_coding",FALSE
"51367","Wipi2","ENSMUSG00000029578","protein_coding","protein_coding",FALSE
"51368","Wiz","ENSMUSG00000024050","protein_coding","protein_coding",FALSE
"51369","Wls","ENSMUSG00000028173","protein_coding","protein_coding",FALSE
"51370","Wmp","ENSMUSG00000073006","protein_coding","protein_coding",FALSE
"51371","Wnk1","ENSMUSG00000045962","protein_coding","protein_coding",FALSE
"51372","Wnk2","ENSMUSG00000037989","protein_coding","protein_coding",FALSE
"51373","Wnk3","ENSMUSG00000041245","protein_coding","protein_coding",FALSE
"51374","Wnk4","ENSMUSG00000035112","protein_coding","protein_coding",FALSE
"51375","Wnt1","ENSMUSG00000022997","protein_coding","protein_coding",FALSE
"51376","Wnt10a","ENSMUSG00000026167","protein_coding","protein_coding",FALSE
"51377","Wnt10b","ENSMUSG00000022996","protein_coding","protein_coding",FALSE
"51378","Wnt11","ENSMUSG00000015957","protein_coding","protein_coding",FALSE
"51379","Wnt16","ENSMUSG00000029671","protein_coding","protein_coding",FALSE
"51380","Wnt2","ENSMUSG00000010797","protein_coding","protein_coding",FALSE
"51381","Wnt2b","ENSMUSG00000027840","protein_coding","protein_coding",FALSE
"51382","Wnt3","ENSMUSG00000000125","protein_coding","protein_coding",FALSE
"51383","Wnt3a","ENSMUSG00000009900","protein_coding","protein_coding",FALSE
"51384","Wnt4","ENSMUSG00000036856","protein_coding","protein_coding",FALSE
"51385","Wnt5a","ENSMUSG00000021994","protein_coding","protein_coding",FALSE
"51386","Wnt5b","ENSMUSG00000030170","protein_coding","protein_coding",FALSE
"51387","Wnt6","ENSMUSG00000033227","protein_coding","protein_coding",FALSE
"51388","Wnt7a","ENSMUSG00000030093","protein_coding","protein_coding",FALSE
"51389","Wnt7b","ENSMUSG00000022382","protein_coding","protein_coding",FALSE
"51390","Wnt8a","ENSMUSG00000012282","protein_coding","protein_coding",FALSE
"51391","Wnt8b","ENSMUSG00000036961","protein_coding","protein_coding",FALSE
"51392","Wnt9a","ENSMUSG00000000126","protein_coding","protein_coding",FALSE
"51393","Wnt9b","ENSMUSG00000018486","protein_coding","protein_coding",FALSE
"51394","Wrap53","ENSMUSG00000041346","protein_coding","protein_coding",FALSE
"51395","Wrap73","ENSMUSG00000029029","protein_coding","protein_coding",FALSE
"51396","Wrn","ENSMUSG00000031583","protein_coding","protein_coding",FALSE
"51397","Wrnip1","ENSMUSG00000021400","protein_coding","protein_coding",FALSE
"51398","Wsb1","ENSMUSG00000017677","protein_coding","protein_coding",FALSE
"51399","Wsb2","ENSMUSG00000029364","protein_coding","protein_coding",FALSE
"51400","Wsb2-ps","ENSMUSG00000084020","processed_pseudogene","processed_pseudogene",FALSE
"51401","Wscd1","ENSMUSG00000020811","protein_coding","protein_coding",FALSE
"51402","Wscd2","ENSMUSG00000063430","protein_coding","protein_coding",FALSE
"51403","Wt1","ENSMUSG00000016458","protein_coding","protein_coding",FALSE
"51404","Wt1os","ENSMUSG00000074987","lncRNA","lncRNA",FALSE
"51405","Wtap","ENSMUSG00000060475","protein_coding","protein_coding",FALSE
"51406","Wtip","ENSMUSG00000036459","protein_coding","protein_coding",FALSE
"51407","Wwc1","ENSMUSG00000018849","protein_coding","protein_coding",FALSE
"51408","Wwc2","ENSMUSG00000031563","protein_coding","protein_coding",FALSE
"51409","Wwox","ENSMUSG00000004637","protein_coding","protein_coding",FALSE
"51410","Wwp1","ENSMUSG00000041058","protein_coding","protein_coding",FALSE
"51411","Wwp2","ENSMUSG00000031930","protein_coding","protein_coding",FALSE
"51412","Wwtr1","ENSMUSG00000027803","protein_coding","protein_coding",FALSE
"51413","Xab2","ENSMUSG00000019470","protein_coding","protein_coding",FALSE
"51414","Xaf1","ENSMUSG00000040483","protein_coding","protein_coding",FALSE
"51415","Xbp1","ENSMUSG00000020484","protein_coding","protein_coding",FALSE
"51416","Xcl1","ENSMUSG00000026573","protein_coding","protein_coding",FALSE
"51417","Xcr1","ENSMUSG00000060509","protein_coding","protein_coding",FALSE
"51418","Xdh","ENSMUSG00000024066","protein_coding","protein_coding",FALSE
"51419","Xiap","ENSMUSG00000025860","protein_coding","protein_coding",FALSE
"51420","Xirp1","ENSMUSG00000079243","protein_coding","protein_coding",FALSE
"51421","Xirp2","ENSMUSG00000027022","protein_coding","protein_coding",FALSE
"51422","Xist","ENSMUSG00000086503","lncRNA","lncRNA",FALSE
"51423","Xk","ENSMUSG00000015342","protein_coding","protein_coding",FALSE
"51424","Xkr4","ENSMUSG00000051951","protein_coding","protein_coding",FALSE
"51425","Xkr5","ENSMUSG00000039814","protein_coding","protein_coding",FALSE
"51426","Xkr6","ENSMUSG00000035067","protein_coding","protein_coding",FALSE
"51427","Xkr7","ENSMUSG00000042631","protein_coding","protein_coding",FALSE
"51428","Xkr8","ENSMUSG00000037752","protein_coding","protein_coding",FALSE
"51429","Xkr9","ENSMUSG00000067813","protein_coding","protein_coding",FALSE
"51430","Xkrx","ENSMUSG00000031258","protein_coding","protein_coding",FALSE
"51431","Xlr","ENSMUSG00000054626","protein_coding","protein_coding",FALSE
"51432","Xlr3a","ENSMUSG00000057836","protein_coding","protein_coding",FALSE
"51433","Xlr3b","ENSMUSG00000073125","protein_coding","protein_coding",FALSE
"51434","Xlr3c","ENSMUSG00000058147","protein_coding","protein_coding",FALSE
"51435","Xlr3d-ps","ENSMUSG00000083847","unprocessed_pseudogene","unprocessed_pseudogene",FALSE
"51436","Xlr3e-ps","ENSMUSG00000081940","unprocessed_pseudogene","unprocessed_pseudogene",FALSE
"51437","Xlr4a","ENSMUSG00000079845","protein_coding","protein_coding",FALSE
"51438","Xlr4b","ENSMUSG00000067768","protein_coding","protein_coding",FALSE
"51439","Xlr4c","ENSMUSG00000031362","protein_coding","protein_coding",FALSE
"51440","Xlr4d-ps","ENSMUSG00000084066","unprocessed_pseudogene","unprocessed_pseudogene",FALSE
"51441","Xlr4e-ps","ENSMUSG00000081357","unprocessed_pseudogene","unprocessed_pseudogene",FALSE
"51442","Xlr5a","ENSMUSG00000058328","protein_coding","protein_coding",FALSE
"51443","Xlr5b","ENSMUSG00000072479","protein_coding","protein_coding",FALSE
"51444","Xlr5c","ENSMUSG00000067764","protein_coding","protein_coding",FALSE
"51445","Xlr5d-ps","ENSMUSG00000081804","unprocessed_pseudogene","unprocessed_pseudogene",FALSE
"51446","Xlr5e-ps","ENSMUSG00000081612","unprocessed_pseudogene","unprocessed_pseudogene",FALSE
"51447","Xndc1","ENSMUSG00000099481","protein_coding","protein_coding",FALSE
"51448","Xntrpc","ENSMUSG00000070425","protein_coding","protein_coding",FALSE
"51449","Xpa","ENSMUSG00000028329","protein_coding","protein_coding",FALSE
"51450","Xpc","ENSMUSG00000030094","protein_coding","protein_coding",FALSE
"51451","Xpnpep1","ENSMUSG00000025027","protein_coding","protein_coding",FALSE
"51452","Xpnpep2","ENSMUSG00000037005","protein_coding","protein_coding",FALSE
"51453","Xpnpep3","ENSMUSG00000022401","protein_coding","protein_coding",FALSE
"51454","Xpo1","ENSMUSG00000020290","protein_coding","protein_coding",FALSE
"51455","Xpo4","ENSMUSG00000021952","protein_coding","protein_coding",FALSE
"51456","Xpo5","ENSMUSG00000067150","protein_coding","protein_coding",FALSE
"51457","Xpo6","ENSMUSG00000000131","protein_coding","protein_coding",FALSE
"51458","Xpo7","ENSMUSG00000022100","protein_coding","protein_coding",FALSE
"51459","Xpot","ENSMUSG00000034667","protein_coding","protein_coding",FALSE
"51460","Xpr1","ENSMUSG00000026469","protein_coding","protein_coding",FALSE
"51461","Xrcc1","ENSMUSG00000051768","protein_coding","protein_coding",FALSE
"51462","Xrcc2","ENSMUSG00000028933","protein_coding","protein_coding",FALSE
"51463","Xrcc3","ENSMUSG00000021287","protein_coding","protein_coding",FALSE
"51464","Xrcc4","ENSMUSG00000021615","protein_coding","protein_coding",FALSE
"51465","Xrcc5","ENSMUSG00000026187","protein_coding","protein_coding",FALSE
"51466","Xrcc6","ENSMUSG00000022471","protein_coding","protein_coding",FALSE
"51467","Xrn1","ENSMUSG00000032410","protein_coding","protein_coding",FALSE
"51468","Xrn2","ENSMUSG00000027433","protein_coding","protein_coding",FALSE
"51469","Xrra1","ENSMUSG00000035211","protein_coding","protein_coding",FALSE
"51470","Xxylt1","ENSMUSG00000047434","protein_coding","protein_coding",FALSE
"51471","Xylb","ENSMUSG00000035769","protein_coding","protein_coding",FALSE
"51472","Xylt1","ENSMUSG00000030657","protein_coding","protein_coding",FALSE
"51473","Xylt2","ENSMUSG00000020868","protein_coding","protein_coding",FALSE
"51474","Y_RNA","ENSMUSG00002075209","misc_RNA","misc_RNA",FALSE
"51475","Yae1d1","ENSMUSG00000075054","protein_coding","protein_coding",FALSE
"51476","Yaf2","ENSMUSG00000022634","protein_coding","protein_coding",FALSE
"51477","Yap1","ENSMUSG00000053110","protein_coding","protein_coding",FALSE
"51478","Yars","ENSMUSG00000028811","protein_coding","protein_coding",FALSE
"51479","Yars2","ENSMUSG00000022792","protein_coding","protein_coding",FALSE
"51480","Ybey","ENSMUSG00000033126","protein_coding","protein_coding",FALSE
"51481","Ybx1","ENSMUSG00000028639","protein_coding","protein_coding",FALSE
"51482","Ybx1-ps2","ENSMUSG00000107035","processed_pseudogene","processed_pseudogene",FALSE
"51483","Ybx2","ENSMUSG00000018554","protein_coding","protein_coding",FALSE
"51484","Ybx3","ENSMUSG00000030189","protein_coding","protein_coding",FALSE
"51485","Ydjc","ENSMUSG00000041774","protein_coding","protein_coding",FALSE
"51486","Yeats2","ENSMUSG00000041215","protein_coding","protein_coding",FALSE
"51487","Yeats4","ENSMUSG00000020171","protein_coding","protein_coding",FALSE
"51488","Yes1","ENSMUSG00000014932","protein_coding","protein_coding",FALSE
"51489","Yif1a","ENSMUSG00000024875","protein_coding","protein_coding",FALSE
"51490","Yif1b","ENSMUSG00000030588","protein_coding","protein_coding",FALSE
"51491","Yipf1","ENSMUSG00000057375","protein_coding","protein_coding",FALSE
"51492","Yipf2","ENSMUSG00000032182","protein_coding","protein_coding",FALSE
"51493","Yipf3","ENSMUSG00000071074","protein_coding","protein_coding",FALSE
"51494","Yipf4","ENSMUSG00000024072","protein_coding","protein_coding",FALSE
"51495","Yipf5","ENSMUSG00000024487","protein_coding","protein_coding",FALSE
"51496","Yipf6","ENSMUSG00000047694","protein_coding","protein_coding",FALSE
"51497","Yipf7","ENSMUSG00000029158","protein_coding","protein_coding",FALSE
"51498","Yjefn3","ENSMUSG00000048967","protein_coding","protein_coding",FALSE
"51499","Yju2","ENSMUSG00000003208","protein_coding","protein_coding",FALSE
"51500","Ykt6","ENSMUSG00000002741","protein_coding","protein_coding",FALSE
"51501","Ylpm1","ENSMUSG00000021244","protein_coding","protein_coding",FALSE
"51502","Yme1l1","ENSMUSG00000026775","protein_coding","protein_coding",FALSE
"51503","Yod1","ENSMUSG00000046404","protein_coding","protein_coding",FALSE
"51504","Ypel1","ENSMUSG00000022773","protein_coding","protein_coding",FALSE
"51505","Ypel2","ENSMUSG00000018427","protein_coding","protein_coding",FALSE
"51506","Ypel3","ENSMUSG00000042675","protein_coding","protein_coding",FALSE
"51507","Ypel4","ENSMUSG00000034059","protein_coding","protein_coding",FALSE
"51508","Ypel5","ENSMUSG00000039770","protein_coding","protein_coding",FALSE
"51509","Yrdc","ENSMUSG00000028889","protein_coding","protein_coding",FALSE
"51510","Ythdc1","ENSMUSG00000035851","protein_coding","protein_coding",FALSE
"51511","Ythdc2","ENSMUSG00000034653","protein_coding","protein_coding",FALSE
"51512","Ythdf1","ENSMUSG00000038848","protein_coding","protein_coding",FALSE
"51513","Ythdf2","ENSMUSG00000040025","protein_coding","protein_coding",FALSE
"51514","Ythdf3","ENSMUSG00000047213","protein_coding","protein_coding",FALSE
"51515","Ywhab","ENSMUSG00000018326","protein_coding","protein_coding",FALSE
"51516","Ywhae","ENSMUSG00000020849","protein_coding","protein_coding",FALSE
"51517","Ywhag","ENSMUSG00000051391","protein_coding","protein_coding",FALSE
"51518","Ywhah","ENSMUSG00000018965","protein_coding","protein_coding",FALSE
"51519","Ywhaq","ENSMUSG00000076432","protein_coding","protein_coding",FALSE
"51520","Ywhaq-ps1","ENSMUSG00000108405","processed_pseudogene","processed_pseudogene",FALSE
"51521","Ywhaq-ps2","ENSMUSG00000082052","processed_pseudogene","processed_pseudogene",FALSE
"51522","Ywhaq-ps3","ENSMUSG00000080902","transcribed_processed_pseudogene","transcribed_processed_pseudogene",FALSE
"51523","Ywhaz","ENSMUSG00000022285","protein_coding","protein_coding",FALSE
"51524","Yy1","ENSMUSG00000021264","protein_coding","protein_coding",FALSE
"51525","Yy2","ENSMUSG00000091736","protein_coding","protein_coding",FALSE
"51526","Zadh2","ENSMUSG00000049090","protein_coding","protein_coding",FALSE
"51527","Zan","ENSMUSG00000079173","protein_coding","protein_coding",FALSE
"51528","Zap70","ENSMUSG00000026117","protein_coding","protein_coding",FALSE
"51529","Zar1","ENSMUSG00000063935","protein_coding","protein_coding",FALSE
"51530","Zar1-ps","ENSMUSG00000081849","unitary_pseudogene","unitary_pseudogene",FALSE
"51531","Zar1l","ENSMUSG00000056586","protein_coding","protein_coding",FALSE
"51532","Zbbx","ENSMUSG00000034151","protein_coding","protein_coding",FALSE
"51533","Zbed3","ENSMUSG00000041995","protein_coding","protein_coding",FALSE
"51534","Zbed4","ENSMUSG00000034333","protein_coding","protein_coding",FALSE
"51535","Zbed4-ps1","ENSMUSG00000101532","processed_pseudogene","processed_pseudogene",FALSE
"51536","Zbed4-ps2","ENSMUSG00000099901","processed_pseudogene","processed_pseudogene",FALSE
"51537","Zbed4-ps3","ENSMUSG00000099596","processed_pseudogene","processed_pseudogene",FALSE
"51538","Zbed5","ENSMUSG00000034173","protein_coding","protein_coding",FALSE
"51539","Zbp1","ENSMUSG00000027514","protein_coding","protein_coding",FALSE
"51540","Zbtb1","ENSMUSG00000033454","protein_coding","protein_coding",FALSE
"51541","Zbtb10","ENSMUSG00000069114","protein_coding","protein_coding",FALSE
"51542","Zbtb11","ENSMUSG00000022601","protein_coding","protein_coding",FALSE
"51543","Zbtb11os1","ENSMUSG00000102101","lncRNA","lncRNA",FALSE
"51544","Zbtb12","ENSMUSG00000049823","protein_coding","protein_coding",FALSE
"51545","Zbtb14","ENSMUSG00000049672","protein_coding","protein_coding",FALSE
"51546","Zbtb16","ENSMUSG00000066687","protein_coding","protein_coding",FALSE
"51547","Zbtb17","ENSMUSG00000006215","protein_coding","protein_coding",FALSE
"51548","Zbtb18","ENSMUSG00000063659","protein_coding","protein_coding",FALSE
"51549","Zbtb2","ENSMUSG00000075327","protein_coding","protein_coding",FALSE
"51550","Zbtb20","ENSMUSG00000022708","protein_coding","protein_coding",FALSE
"51551","Zbtb21","ENSMUSG00000046962","protein_coding","protein_coding",FALSE
"51552","Zbtb22","ENSMUSG00000051390","protein_coding","protein_coding",FALSE
"51553","Zbtb24","ENSMUSG00000019826","protein_coding","protein_coding",FALSE
"51554","Zbtb25","ENSMUSG00000056459","protein_coding","protein_coding",FALSE
"51555","Zbtb26","ENSMUSG00000050714","protein_coding","protein_coding",FALSE
"51556","Zbtb3","ENSMUSG00000071661","protein_coding","protein_coding",FALSE
"51557","Zbtb32","ENSMUSG00000006310","protein_coding","protein_coding",FALSE
"51558","Zbtb33","ENSMUSG00000048047","protein_coding","protein_coding",FALSE
"51559","Zbtb34","ENSMUSG00000068966","protein_coding","protein_coding",FALSE
"51560","Zbtb37","ENSMUSG00000043467","protein_coding","protein_coding",FALSE
"51561","Zbtb38","ENSMUSG00000040433","protein_coding","protein_coding",FALSE
"51562","Zbtb39","ENSMUSG00000044617","protein_coding","protein_coding",FALSE
"51563","Zbtb4","ENSMUSG00000018750","protein_coding","protein_coding",FALSE
"51564","Zbtb40","ENSMUSG00000060862","protein_coding","protein_coding",FALSE
"51565","Zbtb41","ENSMUSG00000033964","protein_coding","protein_coding",FALSE
"51566","Zbtb42","ENSMUSG00000037638","protein_coding","protein_coding",FALSE
