"","gene_name","gene_id","typeofgene","type_from_gtf","mt"
"18356","Gm24665","ENSMUSG00000077348","snoRNA","snoRNA",FALSE
"18357","Gm24666","ENSMUSG00000089562","snRNA","snRNA",FALSE
"18358","Gm24667","ENSMUSG00000089563","snRNA","snRNA",FALSE
"18359","Gm24668","ENSMUSG00000089560","snRNA","snRNA",FALSE
"18360","Gm24669","ENSMUSG00000089561","snRNA","snRNA",FALSE
"18361","Gm2467","ENSMUSG00000098102","processed_pseudogene","processed_pseudogene",FALSE
"18362","Gm24670","ENSMUSG00000077342","snoRNA","snoRNA",FALSE
"18363","Gm24671","ENSMUSG00000077347","snRNA","snRNA",FALSE
"18364","Gm24677","ENSMUSG00000089380","snoRNA","snoRNA",FALSE
"18365","Gm24678","ENSMUSG00000089381","snRNA","snRNA",FALSE
"18366","Gm24679","ENSMUSG00000089387","snoRNA","snoRNA",FALSE
"18367","Gm24680","ENSMUSG00000089384","snoRNA","snoRNA",FALSE
"18368","Gm24681","ENSMUSG00000089385","snoRNA","snoRNA",FALSE
"18369","Gm24686","ENSMUSG00000088380","snRNA","snRNA",FALSE
"18370","Gm24687","ENSMUSG00000088383","ribozyme","ribozyme",FALSE
"18371","Gm24691","ENSMUSG00000088387","snRNA","snRNA",FALSE
"18372","Gm24695","ENSMUSG00000065811","snRNA","snRNA",FALSE
"18373","Gm24696","ENSMUSG00000065812","snoRNA","snoRNA",FALSE
"18374","Gm24697","ENSMUSG00000065815","snRNA","snRNA",FALSE
"18375","Gm24698","ENSMUSG00000065817","snoRNA","snoRNA",FALSE
"18376","Gm24704","ENSMUSG00000070227","snRNA","snRNA",FALSE
"18377","Gm24708","ENSMUSG00000064745","snRNA","snRNA",FALSE
"18378","Gm24716","ENSMUSG00000088149","snRNA","snRNA",FALSE
"18379","Gm24717","ENSMUSG00000088147","snoRNA","snoRNA",FALSE
"18380","Gm24718","ENSMUSG00000088146","scaRNA","scaRNA",FALSE
"18381","Gm24719","ENSMUSG00000088145","snoRNA","snoRNA",FALSE
"18382","Gm24723","ENSMUSG00000088858","snoRNA","snoRNA",FALSE
"18383","Gm24725","ENSMUSG00000088854","snRNA","snRNA",FALSE
"18384","Gm24726","ENSMUSG00000088857","snoRNA","snoRNA",FALSE
"18385","Gm24728","ENSMUSG00000088851","snoRNA","snoRNA",FALSE
"18386","Gm24729","ENSMUSG00000088850","snoRNA","snoRNA",FALSE
"18387","Gm24730","ENSMUSG00000088853","snoRNA","snoRNA",FALSE
"18388","Gm24731","ENSMUSG00000088852","snoRNA","snoRNA",FALSE
"18389","Gm24732","ENSMUSG00000089489","snRNA","snRNA",FALSE
"18390","Gm24735","ENSMUSG00000089484","snRNA","snRNA",FALSE
"18391","Gm24737","ENSMUSG00000089486","snRNA","snRNA",FALSE
"18392","Gm2474","ENSMUSG00000103856","processed_pseudogene","processed_pseudogene",FALSE
"18393","Gm24745","ENSMUSG00000088465","snoRNA","snoRNA",FALSE
"18394","Gm24750","ENSMUSG00000088468","snRNA","snRNA",FALSE
"18395","Gm24751","ENSMUSG00000088469","snoRNA","snoRNA",FALSE
"18396","Gm24762","ENSMUSG00000065623","snRNA","snRNA",FALSE
"18397","Gm24763","ENSMUSG00000065622","snRNA","snRNA",FALSE
"18398","Gm24764","ENSMUSG00000065620","snRNA","snRNA",FALSE
"18399","Gm24765","ENSMUSG00000065625","snRNA","snRNA",FALSE
"18400","Gm2477","ENSMUSG00000116599","processed_pseudogene","processed_pseudogene",FALSE
"18401","Gm24770","ENSMUSG00000089130","snoRNA","snoRNA",FALSE
"18402","Gm24771","ENSMUSG00000089133","snoRNA","snoRNA",FALSE
"18403","Gm24774","ENSMUSG00000088009","snoRNA","snoRNA",FALSE
"18404","Gm24775","ENSMUSG00000088002","snRNA","snRNA",FALSE
"18405","Gm24780","ENSMUSG00000088260","snoRNA","snoRNA",FALSE
"18406","Gm24781","ENSMUSG00000088261","snoRNA","snoRNA",FALSE
"18407","Gm24782","ENSMUSG00000088266","snoRNA","snoRNA",FALSE
"18408","Gm24784","ENSMUSG00000088265","snRNA","snRNA",FALSE
"18409","Gm24787","ENSMUSG00000088005","snoRNA","snoRNA",FALSE
"18410","Gm24788","ENSMUSG00000077471","snRNA","snRNA",FALSE
"18411","Gm24789","ENSMUSG00000077470","snoRNA","snoRNA",FALSE
"18412","Gm2479","ENSMUSG00000106555","lncRNA","lncRNA",FALSE
"18413","Gm24790","ENSMUSG00000077473","snoRNA","snoRNA",FALSE
"18414","Gm24791","ENSMUSG00000077472","snoRNA","snoRNA",FALSE
"18415","Gm24792","ENSMUSG00000077474","snoRNA","snoRNA",FALSE
"18416","Gm24793","ENSMUSG00000077477","snoRNA","snoRNA",FALSE
"18417","Gm24794","ENSMUSG00000077476","snoRNA","snoRNA",FALSE
"18418","Gm24809","ENSMUSG00000093059","misc_RNA","misc_RNA",FALSE
"18419","Gm24812","ENSMUSG00000093056","misc_RNA","misc_RNA",FALSE
"18420","Gm24817","ENSMUSG00000070182","snRNA","snRNA",FALSE
"18421","Gm24826","ENSMUSG00000065629","snoRNA","snoRNA",FALSE
"18422","Gm24831","ENSMUSG00000080428","snRNA","snRNA",FALSE
"18423","Gm24833","ENSMUSG00000080425","snRNA","snRNA",FALSE
"18424","Gm24836","ENSMUSG00000084558","snRNA","snRNA",FALSE
"18425","Gm24837","ENSMUSG00000089308","snoRNA","snoRNA",FALSE
"18426","Gm24838","ENSMUSG00000089309","snoRNA","snoRNA",FALSE
"18427","Gm24839","ENSMUSG00000084551","snRNA","snRNA",FALSE
"18428","Gm24840","ENSMUSG00000084552","snRNA","snRNA",FALSE
"18429","Gm24843","ENSMUSG00000089307","snoRNA","snoRNA",FALSE
"18430","Gm24844","ENSMUSG00000089304","snoRNA","snoRNA",FALSE
"18431","Gm24846","ENSMUSG00000088658","snRNA","snRNA",FALSE
"18432","Gm24848","ENSMUSG00000088656","snRNA","snRNA",FALSE
"18433","Gm24850","ENSMUSG00000088654","snoRNA","snoRNA",FALSE
"18434","Gm24851","ENSMUSG00000088653","snRNA","snRNA",FALSE
"18435","Gm24853","ENSMUSG00000088651","snoRNA","snoRNA",FALSE
"18436","Gm24867","ENSMUSG00000077349","snRNA","snRNA",FALSE
"18437","Gm24869","ENSMUSG00000077260","snoRNA","snoRNA",FALSE
"18438","Gm24875","ENSMUSG00000089513","snRNA","snRNA",FALSE
"18439","Gm24878","ENSMUSG00000089407","snRNA","snRNA",FALSE
"18440","Gm24879","ENSMUSG00000089011","snoRNA","snoRNA",FALSE
"18441","Gm24884","ENSMUSG00000089409","snoRNA","snoRNA",FALSE
"18442","Gm24885","ENSMUSG00000089408","ribozyme","ribozyme",FALSE
"18443","Gm24886","ENSMUSG00000077572","snoRNA","snoRNA",FALSE
"18444","Gm24887","ENSMUSG00000077574","snRNA","snRNA",FALSE
"18445","Gm24888","ENSMUSG00000077575","snoRNA","snoRNA",FALSE
"18446","Gm24889","ENSMUSG00000077576","snoRNA","snoRNA",FALSE
"18447","Gm24890","ENSMUSG00000077577","snRNA","snRNA",FALSE
"18448","Gm24891","ENSMUSG00000077579","snoRNA","snoRNA",FALSE
"18449","Gm24892","ENSMUSG00000084696","snRNA","snRNA",FALSE
"18450","Gm24895","ENSMUSG00000084691","snoRNA","snoRNA",FALSE
"18451","Gm24896","ENSMUSG00000084690","snoRNA","snoRNA",FALSE
"18452","Gm24901","ENSMUSG00000088750","snRNA","snRNA",FALSE
"18453","Gm24902","ENSMUSG00000088751","snoRNA","snoRNA",FALSE
"18454","Gm24903","ENSMUSG00000088756","snoRNA","snoRNA",FALSE
"18455","Gm24905","ENSMUSG00000088754","snRNA","snRNA",FALSE
"18456","Gm24907","ENSMUSG00000080582","snoRNA","snoRNA",FALSE
"18457","Gm24908","ENSMUSG00000087919","snoRNA","snoRNA",FALSE
"18458","Gm24911","ENSMUSG00000087917","snoRNA","snoRNA",FALSE
"18459","Gm24912","ENSMUSG00000087916","snoRNA","snoRNA",FALSE
"18460","Gm24916","ENSMUSG00000087912","snoRNA","snoRNA",FALSE
"18461","Gm24917","ENSMUSG00000065869","snRNA","snRNA",FALSE
"18462","Gm24918","ENSMUSG00000064956","snoRNA","snoRNA",FALSE
"18463","Gm24919","ENSMUSG00000064954","snRNA","snRNA",FALSE
"18464","Gm2492","ENSMUSG00000113563","processed_pseudogene","processed_pseudogene",FALSE
"18465","Gm24920","ENSMUSG00000064952","snoRNA","snoRNA",FALSE
"18466","Gm24922","ENSMUSG00000089136","snRNA","snRNA",FALSE
"18467","Gm24924","ENSMUSG00000094306","snRNA","snRNA",FALSE
"18468","Gm24927","ENSMUSG00000065331","snRNA","snRNA",FALSE
"18469","Gm24928","ENSMUSG00000065333","snRNA","snRNA",FALSE
"18470","Gm24929","ENSMUSG00000065337","snRNA","snRNA",FALSE
"18471","Gm24940","ENSMUSG00000088951","snRNA","snRNA",FALSE
"18472","Gm24942","ENSMUSG00000088953","snoRNA","snoRNA",FALSE
"18473","Gm24943","ENSMUSG00000088954","ribozyme","ribozyme",FALSE
"18474","Gm24947","ENSMUSG00000088959","snRNA","snRNA",FALSE
"18475","Gm24948","ENSMUSG00000064800","snoRNA","snoRNA",FALSE
"18476","Gm2495","ENSMUSG00000101357","processed_pseudogene","processed_pseudogene",FALSE
"18477","Gm24958","ENSMUSG00000088634","snoRNA","snoRNA",FALSE
"18478","Gm24963","ENSMUSG00000088541","snoRNA","snoRNA",FALSE
"18479","Gm24965","ENSMUSG00000088547","snRNA","snRNA",FALSE
"18480","Gm24966","ENSMUSG00000064377","snoRNA","snoRNA",FALSE
"18481","Gm2497","ENSMUSG00000099366","processed_pseudogene","processed_pseudogene",FALSE
"18482","Gm24977","ENSMUSG00000065040","snRNA","snRNA",FALSE
"18483","Gm24978","ENSMUSG00000096423","snRNA","snRNA",FALSE
"18484","Gm24981","ENSMUSG00000077647","snoRNA","snoRNA",FALSE
"18485","Gm24983","ENSMUSG00000077645","snoRNA","snoRNA",FALSE
"18486","Gm24984","ENSMUSG00000077642","snoRNA","snoRNA",FALSE
"18487","Gm24985","ENSMUSG00000077643","snoRNA","snoRNA",FALSE
"18488","Gm24987","ENSMUSG00000077641","snoRNA","snoRNA",FALSE
"18489","Gm24988","ENSMUSG00000077648","snoRNA","snoRNA",FALSE
"18490","Gm24989","ENSMUSG00000077649","snoRNA","snoRNA",FALSE
"18491","Gm24992","ENSMUSG00000088037","snoRNA","snoRNA",FALSE
"18492","Gm24994","ENSMUSG00000088039","snoRNA","snoRNA",FALSE
"18493","Gm24998","ENSMUSG00000088533","snoRNA","snoRNA",FALSE
"18494","Gm25004","ENSMUSG00000065745","snRNA","snRNA",FALSE
"18495","Gm25005","ENSMUSG00000065746","snRNA","snRNA",FALSE
"18496","Gm25006","ENSMUSG00000065747","snRNA","snRNA",FALSE
"18497","Gm25007","ENSMUSG00000065742","snRNA","snRNA",FALSE
"18498","Gm25008","ENSMUSG00000065743","snRNA","snRNA",FALSE
"18499","Gm25009","ENSMUSG00000089029","snoRNA","snoRNA",FALSE
"18500","Gm25010","ENSMUSG00000089028","snRNA","snRNA",FALSE
"18501","Gm25013","ENSMUSG00000089027","snoRNA","snoRNA",FALSE
"18502","Gm25014","ENSMUSG00000089026","snRNA","snRNA",FALSE
"18503","Gm25015","ENSMUSG00000089025","snoRNA","snoRNA",FALSE
"18504","Gm25016","ENSMUSG00000089024","snoRNA","snoRNA",FALSE
"18505","Gm25038","ENSMUSG00000064862","snoRNA","snoRNA",FALSE
"18506","Gm25039","ENSMUSG00000064867","snRNA","snRNA",FALSE
"18507","Gm25043","ENSMUSG00000089229","ribozyme","ribozyme",FALSE
"18508","Gm25045","ENSMUSG00000084619","snRNA","snRNA",FALSE
"18509","Gm25049","ENSMUSG00000089222","snRNA","snRNA",FALSE
"18510","Gm2505","ENSMUSG00000105492","processed_pseudogene","processed_pseudogene",FALSE
"18511","Gm25052","ENSMUSG00000084610","snRNA","snRNA",FALSE
"18512","Gm25053","ENSMUSG00000106585","snoRNA","snoRNA",FALSE
"18513","Gm25054","ENSMUSG00000087995","snRNA","snRNA",FALSE
"18514","Gm25056","ENSMUSG00000087997","snRNA","snRNA",FALSE
"18515","Gm25058","ENSMUSG00000087990","scaRNA","scaRNA",FALSE
"18516","Gm25059","ENSMUSG00000087992","snoRNA","snoRNA",FALSE
"18517","Gm25072","ENSMUSG00000092974","misc_RNA","misc_RNA",FALSE
"18518","Gm25079","ENSMUSG00000064463","snoRNA","snoRNA",FALSE
"18519","Gm25080","ENSMUSG00000064460","snRNA","snRNA",FALSE
"18520","Gm25081","ENSMUSG00000064468","snRNA","snRNA",FALSE
"18521","Gm25089","ENSMUSG00000075968","snoRNA","snoRNA",FALSE
"18522","Gm25091","ENSMUSG00000077185","snoRNA","snoRNA",FALSE
"18523","Gm25092","ENSMUSG00000077184","snoRNA","snoRNA",FALSE
"18524","Gm25093","ENSMUSG00000077181","snoRNA","snoRNA",FALSE
"18525","Gm25094","ENSMUSG00000077180","snoRNA","snoRNA",FALSE
"18526","Gm25095","ENSMUSG00000077235","snoRNA","snoRNA",FALSE
"18527","Gm25096","ENSMUSG00000077231","snoRNA","snoRNA",FALSE
"18528","Gm25097","ENSMUSG00000077230","snRNA","snRNA",FALSE
"18529","Gm25102","ENSMUSG00000084428","snRNA","snRNA",FALSE
"18530","Gm25104","ENSMUSG00000084425","snRNA","snRNA",FALSE
"18531","Gm25106","ENSMUSG00000084621","snRNA","snRNA",FALSE
"18532","Gm25107","ENSMUSG00000084421","snoRNA","snoRNA",FALSE
"18533","Gm25112","ENSMUSG00000084629","snRNA","snRNA",FALSE
"18534","Gm25113","ENSMUSG00000087810","snoRNA","snoRNA",FALSE
"18535","Gm25115","ENSMUSG00000087812","snRNA","snRNA",FALSE
"18536","Gm25116","ENSMUSG00000087816","snoRNA","snoRNA",FALSE
"18537","Gm25117","ENSMUSG00000087819","snoRNA","snoRNA",FALSE
"18538","Gm25124","ENSMUSG00000065279","snRNA","snRNA",FALSE
"18539","Gm25125","ENSMUSG00000065274","snoRNA","snoRNA",FALSE
"18540","Gm25126","ENSMUSG00000065277","snRNA","snRNA",FALSE
"18541","Gm25128","ENSMUSG00000065273","snoRNA","snoRNA",FALSE
"18542","Gm25129","ENSMUSG00000064585","snoRNA","snoRNA",FALSE
"18543","Gm25130","ENSMUSG00000064584","snRNA","snRNA",FALSE
"18544","Gm25131","ENSMUSG00000064587","snRNA","snRNA",FALSE
"18545","Gm25132","ENSMUSG00000064586","snRNA","snRNA",FALSE
"18546","Gm25133","ENSMUSG00000064581","snoRNA","snoRNA",FALSE
"18547","Gm25134","ENSMUSG00000064580","snRNA","snRNA",FALSE
"18548","Gm25135","ENSMUSG00000064582","snRNA","snRNA",FALSE
"18549","Gm25136","ENSMUSG00000065187","snoRNA","snoRNA",FALSE
"18550","Gm25137","ENSMUSG00000065185","snRNA","snRNA",FALSE
"18551","Gm25138","ENSMUSG00000065182","snoRNA","snoRNA",FALSE
"18552","Gm25139","ENSMUSG00000065181","snoRNA","snoRNA",FALSE
"18553","Gm25140","ENSMUSG00000065188","snRNA","snRNA",FALSE
"18554","Gm25141","ENSMUSG00000065111","snRNA","snRNA",FALSE
"18555","Gm25142","ENSMUSG00000064632","snRNA","snRNA",FALSE
"18556","Gm25143","ENSMUSG00000064630","snRNA","snRNA",FALSE
"18557","Gm25147","ENSMUSG00000064964","snRNA","snRNA",FALSE
"18558","Gm25148","ENSMUSG00000077799","snoRNA","snoRNA",FALSE
"18559","Gm25150","ENSMUSG00000087746","snRNA","snRNA",FALSE
"18560","Gm25151","ENSMUSG00000087747","snoRNA","snoRNA",FALSE
"18561","Gm25152","ENSMUSG00000087742","snoRNA","snoRNA",FALSE
"18562","Gm2516","ENSMUSG00000110281","lncRNA","lncRNA",FALSE
"18563","Gm25160","ENSMUSG00000089539","snRNA","snRNA",FALSE
"18564","Gm25161","ENSMUSG00000089538","snoRNA","snoRNA",FALSE
"18565","Gm25162","ENSMUSG00000089531","snoRNA","snoRNA",FALSE
"18566","Gm25163","ENSMUSG00000089530","snRNA","snRNA",FALSE
"18567","Gm25166","ENSMUSG00000089534","snoRNA","snoRNA",FALSE
"18568","Gm25167","ENSMUSG00000077376","snoRNA","snoRNA",FALSE
"18569","Gm25168","ENSMUSG00000077377","snoRNA","snoRNA",FALSE
"18570","Gm25169","ENSMUSG00000077378","snoRNA","snoRNA",FALSE
"18571","Gm2517","ENSMUSG00000111823","processed_pseudogene","processed_pseudogene",FALSE
"18572","Gm25170","ENSMUSG00000077379","snoRNA","snoRNA",FALSE
"18573","Gm25173","ENSMUSG00000095003","snRNA","snRNA",FALSE
"18574","Gm25176","ENSMUSG00000084589","snRNA","snRNA",FALSE
"18575","Gm25177","ENSMUSG00000084583","snRNA","snRNA",FALSE
"18576","Gm2518","ENSMUSG00000118261","processed_pseudogene","processed_pseudogene",FALSE
"18577","Gm25183","ENSMUSG00000088377","snoRNA","snoRNA",FALSE
"18578","Gm25184","ENSMUSG00000088378","snRNA","snRNA",FALSE
"18579","Gm25185","ENSMUSG00000088379","snoRNA","snoRNA",FALSE
"18580","Gm25186","ENSMUSG00000065843","snRNA","snRNA",FALSE
"18581","Gm25187","ENSMUSG00000065840","snoRNA","snoRNA",FALSE
"18582","Gm25188","ENSMUSG00000065847","snoRNA","snoRNA",FALSE
"18583","Gm25189","ENSMUSG00000065845","snRNA","snRNA",FALSE
"18584","Gm25199","ENSMUSG00000065029","snRNA","snRNA",FALSE
"18585","Gm25200","ENSMUSG00000065028","snoRNA","snoRNA",FALSE
"18586","Gm25201","ENSMUSG00000065027","snRNA","snRNA",FALSE
"18587","Gm25202","ENSMUSG00000064772","snRNA","snRNA",FALSE
"18588","Gm25203","ENSMUSG00000105037","snoRNA","snoRNA",FALSE
"18589","Gm25204","ENSMUSG00000064777","snRNA","snRNA",FALSE
"18590","Gm25205","ENSMUSG00000064775","snRNA","snRNA",FALSE
"18591","Gm25214","ENSMUSG00000077761","snoRNA","snoRNA",FALSE
"18592","Gm25215","ENSMUSG00000077769","snoRNA","snoRNA",FALSE
"18593","Gm25216","ENSMUSG00000077768","snoRNA","snoRNA",FALSE
"18594","Gm25217","ENSMUSG00000088172","snRNA","snRNA",FALSE
"18595","Gm2522","ENSMUSG00000107450","processed_pseudogene","processed_pseudogene",FALSE
"18596","Gm25222","ENSMUSG00000088824","snoRNA","snoRNA",FALSE
"18597","Gm25224","ENSMUSG00000088820","snoRNA","snoRNA",FALSE
"18598","Gm25226","ENSMUSG00000088823","snoRNA","snoRNA",FALSE
"18599","Gm25227","ENSMUSG00000088829","snoRNA","snoRNA",FALSE
"18600","Gm25244","ENSMUSG00000096896","snoRNA","snoRNA",FALSE
"18601","Gm25259","ENSMUSG00000064982","snRNA","snRNA",FALSE
"18602","Gm25260","ENSMUSG00000064987","snRNA","snRNA",FALSE
"18603","Gm25261","ENSMUSG00000088041","snoRNA","snoRNA",FALSE
"18604","Gm25264","ENSMUSG00000089144","snoRNA","snoRNA",FALSE
"18605","Gm25267","ENSMUSG00000089147","snRNA","snRNA",FALSE
"18606","Gm25268","ENSMUSG00000089143","snRNA","snRNA",FALSE
"18607","Gm25269","ENSMUSG00000084550","snRNA","snRNA",FALSE
"18608","Gm25270","ENSMUSG00000084555","snRNA","snRNA",FALSE
"18609","Gm25272","ENSMUSG00000077481","snoRNA","snoRNA",FALSE
"18610","Gm25274","ENSMUSG00000077484","snoRNA","snoRNA",FALSE
"18611","Gm25275","ENSMUSG00000077485","snoRNA","snoRNA",FALSE
"18612","Gm25276","ENSMUSG00000077488","snoRNA","snoRNA",FALSE
"18613","Gm25278","ENSMUSG00000087892","snoRNA","snoRNA",FALSE
"18614","Gm25279","ENSMUSG00000084557","snRNA","snRNA",FALSE
"18615","Gm25280","ENSMUSG00000087894","snRNA","snRNA",FALSE
"18616","Gm25283","ENSMUSG00000087897","misc_RNA","misc_RNA",FALSE
"18617","Gm25289","ENSMUSG00000084748","snRNA","snRNA",FALSE
"18618","Gm25290","ENSMUSG00000084745","snoRNA","snoRNA",FALSE
"18619","Gm25294","ENSMUSG00000084740","snRNA","snRNA",FALSE
"18620","Gm25296","ENSMUSG00000064500","snoRNA","snoRNA",FALSE
"18621","Gm25308","ENSMUSG00000077359","snRNA","snRNA",FALSE
"18622","Gm25309","ENSMUSG00000080378","snRNA","snRNA",FALSE
"18623","Gm2531","ENSMUSG00000058567","pseudogene","pseudogene",FALSE
"18624","Gm25321","ENSMUSG00000084507","snRNA","snRNA",FALSE
"18625","Gm25322","ENSMUSG00000084505","snRNA","snRNA",FALSE
"18626","Gm25323","ENSMUSG00000084504","snRNA","snRNA",FALSE
"18627","Gm25335","ENSMUSG00000088668","snRNA","snRNA",FALSE
"18628","Gm25336","ENSMUSG00000088669","snoRNA","snoRNA",FALSE
"18629","Gm25337","ENSMUSG00000065657","snRNA","snRNA",FALSE
"18630","Gm25338","ENSMUSG00000080499","snRNA","snRNA",FALSE
"18631","Gm2534","ENSMUSG00000114295","processed_pseudogene","processed_pseudogene",FALSE
"18632","Gm25342","ENSMUSG00000088084","snoRNA","snoRNA",FALSE
"18633","Gm25344","ENSMUSG00000077691","snoRNA","snoRNA",FALSE
"18634","Gm25345","ENSMUSG00000077693","snoRNA","snoRNA",FALSE
"18635","Gm25346","ENSMUSG00000077697","snoRNA","snoRNA",FALSE
"18636","Gm25357","ENSMUSG00000064679","snoRNA","snoRNA",FALSE
"18637","Gm25362","ENSMUSG00000089479","snRNA","snRNA",FALSE
"18638","Gm25364","ENSMUSG00000089476","snRNA","snRNA",FALSE
"18639","Gm25369","ENSMUSG00000089473","snoRNA","snoRNA",FALSE
"18640","Gm25370","ENSMUSG00000088784","snoRNA","snoRNA",FALSE
"18641","Gm25373","ENSMUSG00000088781","snoRNA","snoRNA",FALSE
"18642","Gm25375","ENSMUSG00000088782","snoRNA","snoRNA",FALSE
"18643","Gm25376","ENSMUSG00000077528","snoRNA","snoRNA",FALSE
"18644","Gm25377","ENSMUSG00000077522","snoRNA","snoRNA",FALSE
"18645","Gm25378","ENSMUSG00000077521","snoRNA","snoRNA",FALSE
"18646","Gm25379","ENSMUSG00000077526","snoRNA","snoRNA",FALSE
"18647","Gm25383","ENSMUSG00000088435","snoRNA","snoRNA",FALSE
"18648","Gm25384","ENSMUSG00000088432","snRNA","snRNA",FALSE
"18649","Gm25388","ENSMUSG00000087964","snoRNA","snoRNA",FALSE
"18650","Gm2539","ENSMUSG00000097739","transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene",FALSE
"18651","Gm25390","ENSMUSG00000087966","snRNA","snRNA",FALSE
"18652","Gm25391","ENSMUSG00000087967","snoRNA","snoRNA",FALSE
"18653","Gm25394","ENSMUSG00000087963","snoRNA","snoRNA",FALSE
"18654","Gm25395","ENSMUSG00000087968","scaRNA","scaRNA",FALSE
"18655","Gm25396","ENSMUSG00000077169","snoRNA","snoRNA",FALSE
"18656","Gm25401","ENSMUSG00000064909","snRNA","snRNA",FALSE
"18657","Gm25402","ENSMUSG00000064900","snoRNA","snoRNA",FALSE
"18658","Gm25406","ENSMUSG00000088224","snoRNA","snoRNA",FALSE
"18659","Gm25407","ENSMUSG00000077290","snoRNA","snoRNA",FALSE
"18660","Gm25408","ENSMUSG00000077292","snoRNA","snoRNA",FALSE
"18661","Gm25409","ENSMUSG00000065698","snoRNA","snoRNA",FALSE
"18662","Gm2541","ENSMUSG00000089698","processed_pseudogene","processed_pseudogene",FALSE
"18663","Gm25410","ENSMUSG00000065692","snoRNA","snoRNA",FALSE
"18664","Gm25411","ENSMUSG00000065694","snRNA","snRNA",FALSE
"18665","Gm25415","ENSMUSG00000077408","snoRNA","snoRNA",FALSE
"18666","Gm25416","ENSMUSG00000077409","snRNA","snRNA",FALSE
"18667","Gm25417","ENSMUSG00000077400","snoRNA","snoRNA",FALSE
"18668","Gm25418","ENSMUSG00000077402","snoRNA","snoRNA",FALSE
"18669","Gm25419","ENSMUSG00000077403","snoRNA","snoRNA",FALSE
"18670","Gm25420","ENSMUSG00000077404","snoRNA","snoRNA",FALSE
"18671","Gm25421","ENSMUSG00000077406","snRNA","snRNA",FALSE
"18672","Gm25422","ENSMUSG00000077407","snoRNA","snoRNA",FALSE
"18673","Gm25425","ENSMUSG00000088236","snRNA","snRNA",FALSE
"18674","Gm25429","ENSMUSG00000088232","snoRNA","snoRNA",FALSE
"18675","Gm25432","ENSMUSG00000117771","processed_pseudogene","processed_pseudogene",FALSE
"18676","Gm25434","ENSMUSG00000088903","scaRNA","scaRNA",FALSE
"18677","Gm25436","ENSMUSG00000088900","snoRNA","snoRNA",FALSE
"18678","Gm25437","ENSMUSG00000088907","snoRNA","snoRNA",FALSE
"18679","Gm25438","ENSMUSG00000088906","snoRNA","snoRNA",FALSE
"18680","Gm25439","ENSMUSG00000088905","snoRNA","snoRNA",FALSE
"18681","Gm2544","ENSMUSG00000113117","unprocessed_pseudogene","unprocessed_pseudogene",FALSE
"18682","Gm25443","ENSMUSG00000089625","scaRNA","scaRNA",FALSE
"18683","Gm25456","ENSMUSG00000088577","snoRNA","snoRNA",FALSE
"18684","Gm25459","ENSMUSG00000088578","snoRNA","snoRNA",FALSE
"18685","Gm2546","ENSMUSG00000098019","processed_pseudogene","processed_pseudogene",FALSE
"18686","Gm25460","ENSMUSG00000088579","snoRNA","snoRNA",FALSE
"18687","Gm25475","ENSMUSG00000064759","snRNA","snRNA",FALSE
"18688","Gm25480","ENSMUSG00000065151","snoRNA","snoRNA",FALSE
"18689","Gm25481","ENSMUSG00000065155","snRNA","snRNA",FALSE
"18690","Gm25482","ENSMUSG00000065159","snRNA","snRNA",FALSE
"18691","Gm25485","ENSMUSG00000095394","snoRNA","snoRNA",FALSE
"18692","Gm25486","ENSMUSG00000089351","snRNA","snRNA",FALSE
"18693","Gm25487","ENSMUSG00000089350","snoRNA","snoRNA",FALSE
"18694","Gm25489","ENSMUSG00000089352","snRNA","snRNA",FALSE
"18695","Gm25490","ENSMUSG00000089359","snoRNA","snoRNA",FALSE
"18696","Gm25492","ENSMUSG00000088008","scaRNA","scaRNA",FALSE
"18697","Gm25494","ENSMUSG00000088768","snRNA","snRNA",FALSE
"18698","Gm25495","ENSMUSG00000077619","snoRNA","snoRNA",FALSE
"18699","Gm25496","ENSMUSG00000077618","snoRNA","snoRNA",FALSE
"18700","Gm25498","ENSMUSG00000077612","snoRNA","snoRNA",FALSE
